FECHA EVENTO,ESTADO,MUNICIPIO,CORTA,LARGA,TOTAL,CARGS,GDAS,CARTS,
11-nov-21,TLAX.,"TLAX., TLAX.",3,2,5,0,0,0,
12-nov-21,TLAX.,"ZACATELCO, TLAX.",4,1,5,0,0,0,
17-nov-21,TLAX.,"SAN PABLO DEL MONTE, TLAX.",4,1,5,0,0,0,
30-nov-21,TLAX.,"YAUHQUEMECAN, TLAX.",2,3,5,0,0,0,
08-dic-21,SON.,"HERMOSILLO, SON.",5,0,5,1,0,17,
09-dic-21,SON.,"HERMOSILLO, SON.",3,2,5,2,0,0,
09-dic-21,CHIH.,"CHIH., CHIH.",5,0,5,0,1,499,
13-dic-21,CHIH.,"JUÁREZ, CHIH.",3,2,5,2,0,948,
16-dic-21,CHIH.,"JUÁREZ, CHIH.",4,1,5,0,0,975,
04-feb-22,GTO.,"PURISIMA DEL RINCON, GTO.",2,3,5,0,0,0,
10-feb-22,CD. MÉX.,"BENITO JUAREZ, CD. MÉX.",0,5,5,0,0,78,
14-may-22,S.L.P.,"SAN LUIS POTOSI, S.L.P.",5,0,5,0,0,0,
20-may-22,SIN.,"CHOIX, SIN.",0,5,5,0,0,0,
20-may-22,SIN.,"EL FUERTE, SIN.",4,1,5,0,0,0,
20-may-22,VER.,"XALAPA, VER.",5,0,5,18,0,363,
23-may-22,VER.,"XALAPA, VER.",4,1,5,28,0,959,
27-may-22,CD. MÉX.,"MIGUEL HGO., CD. MÉX.",4,1,5,0,0,321,
30-may-22,VER.,"COATZACOALCOS, VER.",5,0,5,9,0,210,
10-jun-22,CD. MÉX.,"ALVARO OBREGON, CD. MÉX.",3,2,5,0,0,180,
15-jun-22,SIN.,"AHOME, SIN.",4,1,5,0,1,0,
20-jun-22,CHIH.,"JUÁREZ, CHIH.",3,2,5,6,0,378,
24-jun-22,CD. MÉX.,"BENITO JUAREZ, CD. MÉX.",5,0,5,0,0,218,
27-jun-22,CD. MÉX.,"TLALPAN, CD. MÉX.",3,2,5,0,0,14,
27-jun-22,JAL.,"ZAPOPAN, JAL.",3,2,5,1,0,78,
28-jun-22,S.L.P.,"SAN LUIS POTOSI, S.L.P.",5,0,5,0,0,0,
02-jul-22,CHIH.,"JUÁREZ, CHIH.",5,0,5,14,0,298,
05-jul-22,CD. MÉX.,"ALVARO OBREGON, CD. MÉX.",3,2,5,0,0,465,
06-jul-22,CD. MÉX.,"MIGUEL HGO., CD. MÉX.",5,0,5,0,6,242,
06-jul-22,DGO.,"DGO., DGO.",4,1,5,1,1,0,
07-jul-22,DGO.,"DGO., DGO.",4,1,5,1,1,0,
11-jul-22,VER.,"TUXPAM, VER.",3,2,5,0,0,76,
13-jul-22,CD. MÉX.,"MIGUEL HGO., CD. MÉX.",5,0,5,0,0,109,
21-jul-22,CD. MÉX.,"BENITO JUAREZ, CD. MÉX.",2,3,5,0,0,7,
22-jul-22,CD. MÉX.,"BENITO JUAREZ, CD. MÉX.",2,3,5,0,0,8,
08-ago-22,COAH.,"ARTEAGA, COAH.",2,3,5,0,0,39,
09-ago-22,COAH.,"ARTEAGA, COAH.",4,1,5,0,0,4,
12-ago-22,GRO.,"ACAPULCO DE JUAREZ, GRO.",4,1,5,22,1,2462,
15-ago-22,SIN.,"SIN., SIN.",5,0,5,0,1,0,
24-ago-22,COAH.,"SALTILLO, COAH.",3,2,5,10,0,76,
25-ago-22,DGO.,"GOMEZ PALACIO, DGO.",2,3,5,0,0,0,
29-ago-22,MOR.,"TEMIXCO, MOR.",2,3,5,1,1,485,
29-ago-22,TAMPS.,"REYNOSA, TAMPS.",3,2,5,3,0,63,
30-ago-22,MÉX.,"ATIZAPAN, MEX.",4,1,5,5,0,357,
05-sep-22,MÉX.,"NAUCALPAN DE JUAREZ, MEX.",5,0,5,0,0,286,
06-sep-22,CD. MÉX.,"TLAHUAC, CD. MÉX.",3,2,5,0,0,48,
07-sep-22,CD. MÉX.,"VENUSTIANO CARRANZA, CD. MÉX.",5,0,5,0,0,32,
09-sep-22,COAH.,"ACUÑA, COAH.",5,0,5,0,0,0,
17-sep-22,MÉX.,"CUAUTITLAN IZCALLI, MEX.",5,0,5,0,0,30,
19-sep-22,MÉX.,"TECAMAC, MEX.",3,2,5,0,3,492,
20-sep-22,MÉX.,"TECAMAC, MEX.",4,1,5,0,0,234,
21-sep-22,CD. MÉX.,"TLAHUAC, CD. MÉX.",5,0,5,0,0,263,
21-sep-22,CD. MÉX.,"CUAUHTEMOC, CD. MÉX.",4,1,5,0,0,0,
21-sep-22,S.L.P.,"SAN LUIS POTOSI, S.L.P.",5,0,5,0,0,0,
23-sep-22,CD. MÉX.,"GUSTAVO A. MADERO, CD. MÉX.",3,2,5,0,0,10,
27-sep-22,COAH.,"SABINAS, COAH.",0,5,5,0,0,0,
30-sep-22,CD. MÉX.,"TLALPAN, CD. MÉX.",4,1,5,0,0,162,
06-oct-22,CHIH.,"JUÁREZ, CHIH.",4,1,5,4,0,401,
20-oct-22,CD. MÉX.,"CUAUHTEMOC, CD. MÉX.",5,0,5,0,0,56,
20-oct-22,SIN.,"MAZATLAN, SIN.",4,1,5,2,2,639,
21-oct-22,MÉX.,"HUEHUETOCA, MEX.",4,1,5,0,0,303,
21-oct-22,SIN.,"MAZATLAN, SIN.",5,0,5,4,0,936,
26-oct-22,CHIH.,"JUÁREZ, CHIH.",3,2,5,3,0,0,
27-oct-22,MOR.,"CUAUTLA, MOR.",5,0,5,16,0,25,
28-oct-22,N.L.,"MONTERREY, N.L.",5,0,5,0,0,139,
31-oct-22,MÉX.,"SAN MATEO ATENCO, MEX.",4,1,5,0,0,0,
03-nov-22,MÉX.,"ZINACANTEPEC, MEX.",4,1,5,0,1,0,
04-nov-22,CD. MÉX.,"GUSTAVO A. MADERO, CD. MÉX.",4,1,5,0,0,222,
04-nov-22,VER.,"POZA RICA DE HGO., VER.",5,0,5,20,0,214,
08-nov-22,VER.,"PAPANTLA, VER.",3,2,5,9,0,135,
08-nov-22,MOR.,"AYALA, MOR.",4,1,5,13,1,0,
10-nov-22,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",2,3,5,6,0,1306,
11-nov-22,VER.,"PAPANTLA, VER.",4,1,5,5,0,145,
22-nov-22,CD. MÉX.,"COYOACAN, CD. MÉX.",2,3,5,0,0,0,
23-nov-22,CD. MÉX.,"CUAUHTEMOC, CD. MÉX.",4,1,5,0,0,304,
30-nov-22,SIN.,"CULIACAN, SIN.",4,1,5,0,2,36,
05-dic-22,SIN.,"CULIACAN, SIN.",3,2,5,0,0,67,
06-dic-22,CHIH.,"JUÁREZ, CHIH.",2,3,5,0,1,0,
06-dic-22,SIN.,"CULIACAN, SIN.",2,3,5,0,1,0,
07-dic-22,SIN.,"CULIACAN, SIN.",4,1,5,0,1,0,
10-dic-22,CHIH.,"CHIH., CHIH.",5,0,5,18,1,1013,
10-dic-22,CHIH.,"OJINAGA, CHIH.",0,5,5,0,0,0,
15-dic-22,SIN.,"CULIACAN, SIN.",4,1,5,0,0,250,
17-dic-22,MICH.,"MORELIA, MICH.",3,2,5,0,2,122,
08-feb-23,Cd. de México,"ALVARO OBREGON, CD. MÉX.",5,0,5,0,0,132,
15-mar-23,México,"IXTAPALUCA, MEX.",4,1,5,0,0,45,
16-mar-23,Chihuahua,"CHIHUAHUA, CHIH.",5,0,5,31,0,198,
23-mar-23,Cd. de México,"LA MAGDALENA CONTRERAS, CD. MÉX.",5,0,5,0,0,65,
29-mar-23,Cd. de México,"ALVARO OBREGON, CD. MÉX.",4,1,5,0,0,11,
13-abr-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",3,2,5,0,0,0,
19-abr-23,Cd. de México,"IZTAPALAPA, CD. MÉX.",2,3,5,0,1,0,
29-abr-23,Querétaro,"CORREGIDORA, QRO.",4,1,5,0,16,50,
03-may-23,Cd. de México,"XOCHIMILCO, CD. MÉX.",4,1,5,0,0,164,
07-may-23,Michoacán,"URUAPAN, MICH.",5,0,5,135,0,0,
15-may-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",5,0,5,0,0,140,
17-may-23,Cd. de México,"TLALPAN, CD. MÉX.",4,1,5,0,0,46,
18-may-23,Michoacán,"TARIMBARO, MICH.",3,2,5,142,0,275,
23-may-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",4,1,5,0,0,156,
24-may-23,Cd. de México,"AZCAPOTZALCO, CD. MÉX.",5,0,5,0,0,0,
26-may-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",3,2,5,0,0,11,
27-may-23,Michoacán,"HIDALGO, MICH.",5,0,5,55,0,15,
31-may-23,Sinaloa,"SINALOA, SIN.",1,4,5,0,1,3,
06-jun-23,Sinaloa,"EL FUERTE, SIN.",4,1,5,0,0,0,
08-jun-23,Sinaloa,"CHOIX, SIN.",1,4,5,0,0,0,
09-jun-23,Sinaloa,"EL FUERTE, SIN.",3,2,5,0,0,0,
16-jun-23,México,"LERMA, MEX.",3,2,5,0,0,554,
19-jun-23,México,"TECAMAC, MEX.",4,1,5,0,0,37,
21-jun-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",3,2,5,0,0,19,
23-jun-23,México,"ZUMPANGO, MEX.",4,1,5,1,0,0,
23-jun-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",5,0,5,0,0,69,
23-jun-23,Tlaxcala,"APIZACO, TLAX.",4,1,5,0,0,0,
26-jun-23,Sinaloa,"GUASAVE, SIN.",3,2,5,0,0,40,
28-jun-23,Sinaloa,"AHOME, SIN.",5,0,5,0,0,64,
28-jun-23,Querétaro,"QUERETARO, QRO.",5,0,5,0,0,0,
29-jun-23,Michoacán,"ZAMORA, MICH.",1,4,5,16,0,"1,540",
29-jun-23,Guanajuato,"CELAYA, GTO.",4,1,5,1,6,392,
30-jun-23,Sinaloa,"AHOME, SIN.",4,1,5,0,0,185,
30-jun-23,Sinaloa,"GUASAVE, SIN.",0,5,5,0,0,0,
05-jul-23,Sinaloa,"GUASAVE, SIN.",3,2,5,0,0,0,
06-jul-23,México,"CHIMALHUACAN, MEX.",4,1,5,0,0,0,
11-jul-23,Cd. de México,"IZTAPALAPA, CD. MÉX.",4,1,5,0,0,104,
11-jul-23,México,"COYOTEPEC, MEX.",2,3,5,0,0,0,
17-jul-23,México,"JOCOTITLAN, MEX.",1,4,5,0,0,0,
02-ago-23,Cd. de México,"MIGUEL HIDALGO, CD. MÉX.",3,2,5,0,2,310,
03-ago-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",4,1,5,0,0,0,
10-ago-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",5,0,5,0,0,290,
15-ago-23,Sinaloa,"MOCORITO, SIN.",4,1,5,0,1,0,
23-ago-23,Tabasco,"CARDENAS, TAB.",4,1,5,2,0,264,
28-ago-23,Morelos,"JIUTEPEC, MOR.",4,1,5,0,0,0,
19-sep-23,Michoacán,"LA PIEDAD, MICH.",0,5,5,0,0,0,
20-sep-23,Chihuahua,"JUÁREZ, CHIH.",3,2,5,2,0,323,
02-oct-23,Chihuahua,"JUÁREZ, CHIH.",2,3,5,0,0,0,
03-oct-23,Sinaloa,"ROSARIO, SIN.",3,2,5,0,0,0,
05-oct-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",2,3,5,0,0,0,
09-oct-23,Cd. de México,"VENUSTIANO CARRANZA, CD. MÉX.",4,1,5,0,1,701,
09-oct-23,Sinaloa,"ESCUINAPA, SIN.",3,2,5,0,0,47,
16-oct-23,Cd. de México,"CUAUHTEMOC, CD. MÉX.",1,4,5,0,0,387,
25-oct-23,Tlaxcala,"APIZACO, TLAX.",5,0,5,0,0,0,
31-oct-23,Sinaloa,"SAN IGNACIO, SIN.",2,3,5,0,5,50,
27-nov-23,México,"NEZAHUALCOYOTL, MEX.",5,0,5,3,0,669,
30-nov-23,Cd. de México,"COYOACAN, CD. MÉX.",5,0,5,0,0,175,
06-dic-23,Sinaloa,"CULIACAN, SIN.",3,2,5,0,0,44,
15-dic-23,Cd. de México,"COYOACAN, CD. MÉX.",0,5,5,0,0,24,
20-dic-23,Chihuahua,"JUÁREZ, CHIH.",4,1,5,17,0,546,
24-may-24,Cd. de México,"XOCHIMILCO, CD. MÉX.",3,2,5,0,0,269,
12-jun-24,Michoacán,"APATZINGAN, MICH.",1,4,5,7,0,0,
17-jun-24,Sinaloa,"SALVADOR ALVARADO, SIN.",5,0,5,0,0,25,
17-jun-24,Sinaloa,"CULIACAN, SIN.",4,1,5,0,0,114,
17-jun-24,Michoacán,"BUENAVISTA, MICH.",5,0,5,30,0,500,
18-jun-24,Sinaloa,"SALVADOR ALVARADO, SIN.",5,0,5,0,0,141,
18-jun-24,Sinaloa,"COSALA, SIN.",3,2,5,0,0,349,
19-jun-24,Sinaloa,"MOCORITO, SIN.",4,1,5,0,0,334,
19-jun-24,Sinaloa,"BADIRAGUATO, SIN.",0,5,5,0,0,0,
20-jun-24,Sinaloa,"CULIACAN, SIN.",5,0,5,0,0,"1,890",
21-jun-24,Sinaloa,"MOCORITO, SIN.",5,0,5,0,0,0,
21-jun-24,Michoacán,"TURICATO, MICH.",3,2,5,10,0,147,
24-jun-24,Sinaloa,"MAZATLAN, SIN.",0,5,5,3,0,4,
25-jun-24,Sinaloa,"MOCORITO, SIN.",4,1,5,0,0,200,
25-jun-24,Sinaloa,"BADIRAGUATO, SIN.",2,3,5,0,0,25,
22-jun-24,Baja California,"TIJUANA, B.C.",2,3,5,20,0,161,
27-jun-24,Sinaloa,"MOCORITO, SIN.",4,1,5,0,0,"2,075",
06-feb-13,B.C.,"TIJUANA, B.C.",2,2,4,0,0,0,
10-feb-13,TAMPS.,"CIUDAD MADERO, TAMPS.",4,0,4,31,0,1270,
13-feb-13,VER.,"COATZACOALCOS, VER.",4,0,4,0,0,0,
13-feb-13,TAMPS.,"VICTORIA, TAMPS.",3,1,4,2,0,145,
14-feb-13,TAMPS.,"NUEVO LAREDO, TAMPS.",0,4,4,0,0,0,
14-feb-13,B.C.,"MEXICALI, B.C.",4,0,4,0,0,0,
15-feb-13,TAMPS.,"REYNOSA, TAMPS.",1,3,4,0,0,0,
15-feb-13,TAMPS.,"MATAMOROS, TAMPS.",0,4,4,0,0,0,
16-feb-13,B.C.,"TIJUANA, B.C.",0,4,4,0,0,0,
17-feb-13,TAMPS.,"CIUDAD MADERO, TAMPS.",4,0,4,12,0,1452,
20-feb-13,CAMP.,"CAMP., CAMP.",3,1,4,0,0,0,
21-feb-13,HGO.,"HUEJUTLA DE REYES, HGO.",4,0,4,0,0,0,
22-feb-13,HGO.,"HUEJUTLA DE REYES, HGO.",3,1,4,0,0,0,
22-feb-13,TAMPS.,"TAMPICO, TAMPS.",3,1,4,25,0,1098,
25-feb-13,CHIS.,"SAN CRISTOBAL DE LAS CASAS, CHIS.",2,2,4,1,0,1450,
26-feb-13,HGO.,"TULA DE ALLENDE, HGO.",4,0,4,0,0,0,
27-feb-13,TAMPS.,"VICTORIA, TAMPS.",3,1,4,0,0,0,
01-mar-13,CHIH.,"CHIH., CHIH.",3,1,4,3,0,534,
01-mar-13,N.L.,"GRAL. ESCOBEDO, N.L.",2,2,4,3,0,100,
02-mar-13,N.L.,"GARCIA, N.L.",2,2,4,0,0,432,
03-mar-13,N.L.,"SANTA CATARINA, N.L.",3,1,4,10,0,496,
04-mar-13,N.L.,"MONTERREY, N.L.",3,1,4,13,0,1208,
04-mar-13,N.L.,"JUAREZ, N.L.",2,2,4,0,0,300,
05-mar-13,HGO.,"TULANCINGO DE BRAVO, HGO.",3,1,4,0,0,0,
05-mar-13,N.L.,"APODACA, N.L.",2,2,4,10,0,806,
05-mar-13,N.L.,"GARCIA, N.L.",1,3,4,0,0,50,
06-mar-13,N.L.,"APODACA, N.L.",3,1,4,0,0,1455,
06-mar-13,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",2,2,4,0,0,1768,
06-mar-13,N.L.,"JUAREZ, N.L.",2,2,4,4,0,100,
06-mar-13,TAMPS.,"VICTORIA, TAMPS.",2,2,4,0,0,25,
07-mar-13,N.L.,"SAN NICOLAS DE LOS GARZA, N.L.",2,2,4,0,0,2945,
08-mar-13,CHIH.,"IGNACIO ZARAGOZA, CHIH.",2,2,4,0,0,0,
08-mar-13,TAMPS.,"TAMPICO, TAMPS.",2,2,4,1,0,575,
09-mar-13,TAMPS.,"VICTORIA, TAMPS.",4,0,4,7,0,112,
09-mar-13,MICH.,"LAZARO CARDENAS, MICH.",4,0,4,3,0,44,
12-mar-13,HGO.,"TIZAYUCA, HGO.",2,2,4,0,0,34,
13-mar-13,S.L.P.,"CIUDAD VALLES, S.L.P.",4,0,4,0,2,0,
14-mar-13,HGO.,"IXMIQUILPAN, HGO.",1,3,4,0,0,0,
15-mar-13,HGO.,"TIZAYUCA, HGO.",3,1,4,0,1,0,
19-mar-13,HGO.,"ACTOPAN, HGO.",4,0,4,0,0,0,
20-mar-13,CAMP.,"CARMEN, CAMP.",4,0,4,0,0,0,
21-mar-13,HGO.,"TIZAYUCA, HGO.",4,0,4,0,0,60,
21-mar-13,S.L.P.,"CIUDAD VALLES, S.L.P.",4,0,4,0,0,0,
22-mar-13,S.L.P.,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",3,1,4,0,1,0,
22-mar-13,S.L.P.,"CIUDAD VALLES, S.L.P.",3,1,4,0,0,0,
22-mar-13,VER.,"VER., VER.",4,0,4,0,0,0,
23-mar-13,S.L.P.,"SOLEDAD DE GRACIANO SANCHEZ, S.L.P.",2,2,4,0,0,45,
26-mar-13,HGO.,"TEPEAPULCO, HGO.",2,2,4,0,0,0,
26-mar-13,S.L.P.,"CIUDAD VALLES, S.L.P.",3,1,4,0,1,0,
26-mar-13,TAMPS.,"VICTORIA, TAMPS.",4,0,4,0,0,50,
01-abr-13,N.L.,"CERRALVO, N.L.",2,2,4,0,0,0,
02-abr-13,MICH.,"ZAMORA, MICH.",2,2,4,0,0,0,
02-abr-13,MICH.,"SALVADOR ESCALANTE, MICH.",2,2,4,0,0,0,
02-abr-13,MICH.,"LA HUACANA, MICH.",3,1,4,0,0,0,
03-abr-13,Q. ROO,"BENITO JUAREZ, Q. ROO",2,2,4,0,0,133,
04-abr-13,MEX.,"IXTLAHUACA, MEX.",1,3,4,1,0,92,
05-abr-13,COL.,"COL., COL.",4,0,4,0,0,150,
05-abr-13,Q. ROO,"OTHON P. BLANCO, Q. ROO",3,1,4,0,0,39,
06-abr-13,MEX.,"VALLE DE BRAVO, MEX.",3,1,4,0,0,0,
08-abr-13,OAX.,"SANTIAGO PINOTEPA NACIONAL, OAX.",0,4,4,0,0,0,
08-abr-13,AGS.,"COSÍO, AGS.",4,0,4,0,0,0,
08-abr-13,MEX.,"ALMOLOYA DE JUAREZ, MEX.",3,1,4,1,0,95,
08-abr-13,MEX.,"MALINALCO, MEX.",4,0,4,1,0,0,
09-abr-13,MEX.,"MALINALCO, MEX.",1,3,4,2,0,0,
11-abr-13,NAY.,"TEPIC, NAY.",3,1,4,1,0,0,
11-abr-13,B.C.,"TIJUANA, B.C.",3,1,4,0,0,0,
12-abr-13,QRO.,"AMEALCO DE BONFIL, QRO.",0,4,4,0,0,0,
13-abr-13,MEX.,"ALMOLOYA DE JUAREZ, MEX.",3,1,4,0,0,0,
13-abr-13,MEX.,"IXTAPAN DE LA SAL, MEX.",3,1,4,1,0,0,
13-abr-13,HGO.,"TIZAYUCA, HGO.",3,1,4,0,0,829,
13-abr-13,B.C.,"TIJUANA, B.C.",1,3,4,0,0,0,
14-abr-13,MEX.,"MALINALCO, MEX.",4,0,4,2,0,1,
17-abr-13,TAMPS.,"BURGOS, TAMPS.",1,3,4,0,0,0,
17-abr-13,MICH.,"APATZINGAN, MICH.",3,1,4,0,0,0,
18-abr-13,MICH.,"TACAMBARO, MICH.",2,2,4,0,0,0,
18-abr-13,S.L.P.,"MATEHUALA, S.L.P.",3,1,4,0,0,0,
18-abr-13,TAMPS.,"MATAMOROS, TAMPS.",3,1,4,0,0,0,
18-abr-13,B.C.,"TIJUANA, B.C.",3,1,4,0,0,0,
19-abr-13,S.L.P.,"MATEHUALA, S.L.P.",3,1,4,0,0,0,
19-abr-13,NAY.,"ACAPONETA, NAY.",2,2,4,0,0,0,
19-abr-13,MICH.,"MARAVATIO, MICH.",4,0,4,0,0,0,
19-abr-13,MICH.,"LA PIEDAD, MICH.",4,0,4,0,0,0,
20-abr-13,JAL.,"CABO CORRIENTES, JAL.",0,4,4,0,0,0,
20-abr-13,MICH.,"LA PIEDAD, MICH.",4,0,4,0,0,0,
22-abr-13,MICH.,"TACAMBARO, MICH.",1,3,4,0,0,0,
24-abr-13,QRO.,"HUIMILPAN, QRO.",3,1,4,0,0,0,
25-abr-13,N.L.,"HUALAHUISES, N.L.",2,2,4,4,0,50,
26-abr-13,HGO.,"HUEHUETLA, HGO.",3,1,4,0,0,200,
27-abr-13,OAX.,"SALINA CRUZ, OAX.",4,0,4,0,0,0,
27-abr-13,JAL.,"CABO CORRIENTES, JAL.",0,4,4,0,0,0,
28-abr-13,MICH.,"MARAVATIO, MICH.",3,1,4,0,2,0,
30-abr-13,B.C.,"TIJUANA, B.C.",4,0,4,0,0,0,
30-abr-13,TAMPS.,"VICTORIA, TAMPS.",4,0,4,3,0,60,
30-abr-13,B.C.,"TIJUANA, B.C.",4,0,4,0,0,0,
04-may-13,TAMPS.,"EL MANTE, TAMPS.",3,1,4,1,0,0,
06-may-13,SIN.,"CHOIX, SIN.",2,2,4,0,4,0,
07-may-13,MICH.,"JIQUILPAN, MICH.",3,1,4,0,0,0,
07-may-13,B.C.,"TIJUANA, B.C.",0,4,4,0,0,0,
08-may-13,TAB.,"CENTRO, TAB.",1,3,4,0,0,0,
08-may-13,TAB.,"CARDENAS, TAB.",1,3,4,0,0,0,
09-may-13,N.L.,"MARIN, N.L.",2,2,4,0,0,600,
09-may-13,N.L.,"CHINA, N.L.",1,3,4,7,0,200,
09-may-13,MICH.,"ZACAPU, MICH.",2,2,4,0,0,0,
10-may-13,B.C.S.,"MULEGÉ, B.C.S.",4,0,4,0,0,0,
10-may-13,B.C.,"MEXICALI, B.C.",2,2,4,0,4,0,
11-may-13,MICH.,"ZACAPU, MICH.",3,1,4,0,0,0,
11-may-13,B.C.,"TIJUANA, B.C.",1,3,4,0,0,0,
15-may-13,MICH.,"HUETAMO, MICH.",2,2,4,0,0,0,
16-may-13,MICH.,"ZITACUARO, MICH.",2,2,4,0,0,0,
17-may-13,YUC.,"KANASIN, YUC.",2,2,4,0,0,32,
17-may-13,MICH.,"ZITACUARO, MICH.",2,2,4,0,0,0,
17-may-13,MICH.,"LAZARO CARDENAS, MICH.",4,0,4,1,0,0,
18-may-13,JAL.,"TOMATLAN, JAL.",1,3,4,0,0,0,
18-may-13,JAL.,"CABO CORRIENTES, JAL.",4,0,4,0,0,0,
19-may-13,JAL.,"TOMATLAN, JAL.",1,3,4,0,0,0,
21-may-13,N.L.,"LOS RAMONES, N.L.",1,3,4,0,0,50,
23-may-13,JAL.,"TOMATLAN, JAL.",2,2,4,0,0,0,
24-may-13,CHIH.,"HGO. DEL PARRAL, CHIH.",3,1,4,0,0,0,
24-may-13,MICH.,"COAHUAYANA, MICH.",2,2,4,0,0,0,
25-may-13,MICH.,"URUAPAN, MICH.",4,0,4,0,0,0,
27-may-13,N.L.,"DR. ARROYO, N.L.",2,2,4,11,0,100,
28-may-13,SIN.,"SALVADOR ALVARADO, SIN.",3,1,4,0,11,0,
28-may-13,CHIH.,"JUÁREZ, CHIH.",4,0,4,0,0,0,
28-may-13,MICH.,"COAHUAYANA, MICH.",2,2,4,0,0,0,
29-may-13,MICH.,"ZITACUARO, MICH.",2,2,4,1,0,0,
30-may-13,N.L.,"DR. ARROYO, N.L.",3,1,4,7,0,50,
30-may-13,CHIH.,"JUÁREZ, CHIH.",3,1,4,0,0,0,
31-may-13,MICH.,"HUETAMO, MICH.",2,2,4,2,0,0,
01-jun-13,N.L.,"MIER Y NORIEGA, N.L.",3,1,4,107,0,4823,
02-jun-13,N.L.,"LAMPAZOS DE NARANJO, N.L.",2,2,4,0,0,0,
02-jun-13,MICH.,"LAZARO CARDENAS, MICH.",2,2,4,0,0,0,
04-jun-13,MICH.,"BUENAVISTA, MICH.",3,1,4,0,0,0,
05-jun-13,COAH.,"TORREÓN, COAH.",3,1,4,0,0,0,
06-jun-13,CAMP.,"HECELCHAKÁN, CAMP.",2,2,4,0,0,0,
07-jun-13,SIN.,"ANGOSTURA, SIN.",1,3,4,0,8,0,
07-jun-13,B.C.,"TIJUANA, B.C.",0,4,4,0,0,0,
08-jun-13,COAH.,"TORREÓN, COAH.",3,1,4,0,0,0,
10-jun-13,B.C.,"ENSENADA, B.C.",0,4,4,0,0,0,
12-jun-13,COAH.,"TORREÓN, COAH.",4,0,4,0,0,0,
12-jun-13,TAMPS.,"VICTORIA, TAMPS.",2,2,4,1,0,0,
13-jun-13,B.C.,"TIJUANA, B.C.",2,2,4,0,0,0,
14-jun-13,SIN.,"MOCORITO, SIN.",4,0,4,0,1,0,
14-jun-13,COAH.,"TORREÓN, COAH.",4,0,4,0,0,0,
15-jun-13,JAL.,"AUTLAN DE NAVARRO, JAL.",3,1,4,0,0,127,
20-jun-13,NAY.,"RUIZ, NAY.",4,0,4,0,0,0,
21-jun-13,B.C.,"TIJUANA, B.C.",3,1,4,0,0,0,
21-jun-13,NAY.,"RUIZ, NAY.",3,1,4,0,0,0,
22-jun-13,NAY.,"RUIZ, NAY.",3,1,4,0,0,0,
24-jun-13,CHIS.,"CHICOMUSELO, CHIS.",2,2,4,0,0,0,
24-jun-13,CHIS.,"CHICOMUSELO, CHIS.",2,2,4,0,0,0,
25-jun-13,NAY.,"RUIZ, NAY.",3,1,4,0,0,0,
26-jun-13,B.C.,"ENSENADA, B.C.",0,4,4,0,0,0,
27-jun-13,SIN.,"BADIRAGUATO, SIN.",1,3,4,0,0,0,
27-jun-13,GTO.,"GTO., GTO.",3,1,4,0,0,40,
02-jul-13,MOR.,"CUERNAVACA, MOR.",3,1,4,0,0,241,
03-jul-13,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",3,1,4,1,0,151,
05-jul-13,COAH.,"TORREÓN, COAH.",3,1,4,0,0,0,
06-jul-13,CHIS.,"TAPACHULA, CHIS.",4,0,4,0,0,0,
08-jul-13,PUE.,"PUE., PUE.",2,2,4,14,9,750,
09-jul-13,B.C.,"MEXICALI, B.C.",1,3,4,0,0,0,
11-jul-13,PUE.,"PUE., PUE.",3,1,4,3,0,881,
12-jul-13,N.L.,"APODACA, N.L.",2,2,4,6,0,8212,
12-jul-13,PUE.,"CHALCHICOMULA DE SESMA, PUE.",3,1,4,0,0,0,
13-jul-13,B.C.S.,"LA PAZ, B.C.S.",1,3,4,0,0,0,
14-jul-13,CHIS.,"MAZATÁN, CHIS.",2,2,4,1,0,0,
16-jul-13,B.C.,"MEXICALI, B.C.",3,1,4,0,0,0,
19-jul-13,B.C.,"TECATE, B.C.",0,4,4,0,0,0,
19-jul-13,PUE.,"PUE., PUE.",2,2,4,1,0,121,
19-jul-13,NAY.,"AHUACATLAN, NAY.",3,1,4,1,0,11,
19-jul-13,QRO.,"QUERETARO, QRO.",4,0,4,0,0,0,
25-jul-13,CHIS.,"TUXTLA GUTIÉRREZ, CHIS.",3,1,4,6,0,1476,
26-jul-13,GRO.,"CHILPANCINGO DE LOS BRAVO, GRO.",3,1,4,0,2,0,
28-jul-13,N.L.,"GRAL. ESCOBEDO, N.L.",3,1,4,1,0,46,
29-jul-13,N.L.,"GUADALUPE, N.L.",1,3,4,0,1,176,
01-ago-13,TLAX.,"TLAX., TLAX.",2,2,4,1,0,70,
